block_height,block_timestamp,aave_Deposit_Count,aave_LiqThreshold,aaave_balance,aave_Debt_Count,variabledebtaave,variabledebtaave_borrow,stabledebtaave_borrow,stabledebtaave,aave_eth,ampl_Deposit_Count,ampl_LiqThreshold,aampl_balance,ampl_Debt_Count,variabledebtampl,variabledebtampl_borrow,stabledebtampl_borrow,stabledebtampl,ampl_eth,bal_Deposit_Count,bal_LiqThreshold,abal_balance,bal_Debt_Count,variabledebtbal,variabledebtbal_borrow,stabledebtbal_borrow,stabledebtbal,bal_eth,bat_Deposit_Count,bat_LiqThreshold,abat_balance,bat_Debt_Count,variabledebtbat,variabledebtbat_borrow,stabledebtbat_borrow,stabledebtbat,bat_eth,busd_Deposit_Count,busd_LiqThreshold,abusd_balance,busd_Debt_Count,variabledebtbusd,variabledebtbusd_borrow,stabledebtbusd_borrow,stabledebtbusd,busd_eth,crv_Deposit_Count,crv_LiqThreshold,acrv_balance,crv_Debt_Count,variabledebtcrv,variabledebtcrv_borrow,stabledebtcrv_borrow,stabledebtcrv,crv_eth,dai_Deposit_Count,dai_LiqThreshold,adai_balance,dai_Debt_Count,variabledebtdai,variabledebtdai_borrow,stabledebtdai_borrow,stabledebtdai,dai_eth,dpi_Deposit_Count,dpi_LiqThreshold,adpi_balance,dpi_Debt_Count,variabledebtdpi,variabledebtdpi_borrow,stabledebtdpi_borrow,stabledebtdpi,dpi_eth,enj_Deposit_Count,enj_LiqThreshold,aenj_balance,enj_Debt_Count,variabledebtenj,variabledebtenj_borrow,stabledebtenj_borrow,stabledebtenj,enj_eth,fei_Deposit_Count,fei_LiqThreshold,afei_balance,fei_Debt_Count,variabledebtfei,variabledebtfei_borrow,stabledebtfei_borrow,stabledebtfei,fei_eth,frax_Deposit_Count,frax_LiqThreshold,afrax_balance,frax_Debt_Count,variabledebtfrax,variabledebtfrax_borrow,stabledebtfrax_borrow,stabledebtfrax,frax_eth,gusd_Deposit_Count,gusd_LiqThreshold,agusd_balance,gusd_Debt_Count,variabledebtgusd,variabledebtgusd_borrow,stabledebtgusd_borrow,stabledebtgusd,gusd_eth,knc_Deposit_Count,knc_LiqThreshold,aknc_balance,knc_Debt_Count,variabledebtknc,variabledebtknc_borrow,stabledebtknc_borrow,stabledebtknc,knc_eth,link_Deposit_Count,link_LiqThreshold,alink_balance,link_Debt_Count,variabledebtlink,variabledebtlink_borrow,stabledebtlink_borrow,stabledebtlink,link_eth,mana_Deposit_Count,mana_LiqThreshold,amana_balance,mana_Debt_Count,variabledebtmana,variabledebtmana_borrow,stabledebtmana_borrow,stabledebtmana,mana_eth,mkr_Deposit_Count,mkr_LiqThreshold,amkr_balance,mkr_Debt_Count,variabledebtmkr,variabledebtmkr_borrow,stabledebtmkr_borrow,stabledebtmkr,mkr_eth,pax_Deposit_Count,pax_LiqThreshold,apax_balance,pax_Debt_Count,variabledebtpax,variabledebtpax_borrow,stabledebtpax_borrow,stabledebtpax,pax_eth,rai_Deposit_Count,rai_LiqThreshold,arai_balance,rai_Debt_Count,variabledebtrai,variabledebtrai_borrow,stabledebtrai_borrow,stabledebtrai,rai_eth,ren_Deposit_Count,ren_LiqThreshold,aren_balance,ren_Debt_Count,variabledebtren,variabledebtren_borrow,stabledebtren_borrow,stabledebtren,ren_eth,renfil_Deposit_Count,renfil_LiqThreshold,arenfil_balance,renfil_Debt_Count,variabledebtrenfil,variabledebtrenfil_borrow,stabledebtrenfil_borrow,stabledebtrenfil,renfil_eth,snx_Deposit_Count,snx_LiqThreshold,asnx_balance,snx_Debt_Count,variabledebtsnx,variabledebtsnx_borrow,stabledebtsnx_borrow,stabledebtsnx,snx_eth,steth_Deposit_Count,steth_LiqThreshold,asteth_balance,steth_Debt_Count,variabledebtsteth,variabledebtsteth_borrow,stabledebtsteth_borrow,stabledebtsteth,steth_eth,susd_Deposit_Count,susd_LiqThreshold,asusd_balance,susd_Debt_Count,variabledebtsusd,variabledebtsusd_borrow,stabledebtsusd_borrow,stabledebtsusd,susd_eth,tusd_Deposit_Count,tusd_LiqThreshold,atusd_balance,tusd_Debt_Count,variabledebttusd,variabledebttusd_borrow,stabledebttusd_borrow,stabledebttusd,tusd_eth,uni_Deposit_Count,uni_LiqThreshold,auni_balance,uni_Debt_Count,variabledebtuni,variabledebtuni_borrow,stabledebtuni_borrow,stabledebtuni,uni_eth,usdc_Deposit_Count,usdc_LiqThreshold,ausdc_balance,usdc_Debt_Count,variabledebtusdc,variabledebtusdc_borrow,stabledebtusdc_borrow,stabledebtusdc,usdc_eth,usdt_Deposit_Count,usdt_LiqThreshold,ausdt_balance,usdt_Debt_Count,variabledebtusdt,variabledebtusdt_borrow,stabledebtusdt_borrow,stabledebtusdt,usdt_eth,wbtc_Deposit_Count,wbtc_LiqThreshold,awbtc_balance,wbtc_Debt_Count,variabledebtwbtc,variabledebtwbtc_borrow,stabledebtwbtc_borrow,stabledebtwbtc,wbtc_eth,weth_Deposit_Count,weth_LiqThreshold,aweth_balance,weth_Debt_Count,variabledebtweth,variabledebtweth_borrow,stabledebtweth_borrow,stabledebtweth,weth_eth,xsushi_Deposit_Count,xsushi_LiqThreshold,axsushi_balance,xsushi_Debt_Count,variabledebtxsushi,variabledebtxsushi_borrow,stabledebtxsushi_borrow,stabledebtxsushi,xsushi_eth,yfi_Deposit_Count,yfi_LiqThreshold,ayfi_balance,yfi_Debt_Count,variabledebtyfi,variabledebtyfi_borrow,stabledebtyfi_borrow,stabledebtyfi,yfi_eth,zrx_Deposit_Count,zrx_LiqThreshold,azrx_balance,zrx_Debt_Count,variabledebtzrx,variabledebtzrx_borrow,stabledebtzrx_borrow,stabledebtzrx,zrx_eth,ust_Deposit_Count,ust_LiqThreshold,aust_balance,ust_Debt_Count,variabledebtust,variabledebtust_borrow,stabledebtust_borrow,stabledebtust,ust_eth,ens_Deposit_Count,ens_LiqThreshold,aens_balance,ens_Debt_Count,variabledebtens,variabledebtens_borrow,stabledebtens_borrow,stabledebtens,ens_eth,sum_total_collateral_eth_x_LT,total_collateral_eth,current_liquidation_threshold,available_borrows_eth,total_debt_eth,HF
12660113,2021-06-18 18:42:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7576.74573358995,7576.74573358995,7576.74573358995,0,0,0.000462147440336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004612449799196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7176.23673786194,7176.23673786194,7176.23673786194,0,0,0.0004557845173798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0004615228731016,0,0,0,0,0,0,0,0,0.000461843235009,0,0,0,0,0,0,0,0,0,0,0,0,6203.94225916805,6203.94225916805,6203.94225916805,0,0,0.0004621811383464,258.427412855665,0,258.427412855665,3546.24521157889,3546.24521157889,3546.24521157889,0,0,0.0004624077920878,0,0,0,0,0,0,0,0,0,14.2408853925396,0.825,14.2408853925396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7487304488,14.2408853925,0.825,0.469182689754483,11.2795477590907,1.041595877758160
12704295,2021-06-25 16:26:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0005471271417072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005465040000438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602.80599901689,3602.80599901689,3602.80599901689,0,0,0.0005417674663103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0005497188196448,0,0,0,0,0,0,0,0,0.0005471912081172,0,0,0,0,0,0,0,0,0,0,0,0,3103.04508754818,3103.04508754818,3103.04508754818,0,0,0.0005471413786872,258.427412855665,0,258.427412855665,3546.24521157889,3546.24521157889,3546.24521157889,0,0,0.0005467525996177,0,0,0,0,0,0,0,0,0,8.32837827707504,0.825,8.32837827707504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8709120786,8.3283782771,0.825,0.237697234691732,6.63321484389518,1.035834394073710
12752743,2021-07-03 05:23:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0004670528565296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004687718135836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802.37234334982,1802.37234334982,1802.37234334982,0,0,0.000465705313649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0004726539315776,0,0,0,0,0,0,0,0,0.0004673421489762,0,0,0,0,0,0,0,0,0,0,0,0,5405.21080515152,5405.21080515152,5405.21080515152,0,0,0.0004671275126448,5.49373364414742,0,5.49373364414742,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0004668153567629,0,0,0,0,0,0,0,0,0,8.00044317661036,0.825,8.00044317661036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6003656207,8.0004431766,0.825,0.932750690195361,5.66761493050819,1.164575522796100
12799987,2021-07-10 13:43:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0004764519520305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802.37234334982,1802.37234334982,1802.37234334982,0,0,0.0004747532311849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7657.6945331561,7657.6945331561,7657.6945331561,0,0,0.0004762126754734,5.49373364414743,0,5.49373364414742,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.000476466698697,0,0,0,0,0,0,0,0,0,9.00057951884057,0.825,9.00057951884057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4254781030,9.0005795188,0.825,0.57265713912401,6.85282096391946,1.083565168583720
12846355,2021-07-17 20:19:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0005253216478427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154722842026311,0.0154722842026311,0.0154722842026311,0,0,0.0005184470800243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7657.6945331561,7657.6945331561,7657.6945331561,0,0,0.0005243818494227,5.49373364414743,0,5.49373364414742,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0005252011608658,0,0,0,0,0,0,0,0,0,8.49723521394606,0.825,8.49723521394606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0102190515,8.4972352139,0.825,0.403535331912823,6.60668371959268,1.061079862309150
12892723,2021-07-25 02:13:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907.84952162327,1907.84952162327,1909.26117702464,0,0,0.0004663255147517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154611524319468,0.0154611524319468,0.0154722842026311,0,0,0.000463058830097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3898.77846974715,3898.77846974715,3901.33932274711,0,0,0.000465771453028,5.49035411655763,0,5.49373364414742,3021.42626988941,3021.42626988941,3023.87650119978,0,0,0.0004662910894221,0,0,0,0,0,0,0,0,0,6.51676586873914,0.825,6.51681374000016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3763318417,6.5167658687,0.825,1.26184191216318,4.11448992954661,1.306682464599500
12939091,2021-08-01 10:24:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0003847056788699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154722842026311,0.0154722842026311,0.0154722842026311,0,0,0.0003857296050735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901.33932274711,3901.33932274711,3901.33932274711,0,0,0.0003845073508215,5.49373364414742,0,5.49373364414742,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0003849697319112,0,0,0,0,0,0,0,0,0,6.51681374000016,0.825,6.51681374000016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3763713355,6.5168137400,0.825,1.97766717649015,3.39870415900998,1.581888591640830
12985459,2021-08-08 16:06:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.000329205621331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154722842026311,0.0154722842026311,0.0154722842026311,0,0,0.0003296981137047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11008.2233455465,11008.2233455465,11008.2233455465,0,0,0.0003293568280196,5.49373364414743,0,5.49373364414743,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0003295080347083,0,0,0,0,0,0,0,0,0,8.99998852670317,0.825,8.99998852670317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4249905345,8.9999885267,0.825,2.17442079495021,5.25056973957991,1.414130447322500
13031827,2021-08-15 20:06:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.000311546659022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154722842026311,0.0154722842026311,0.0154722842026311,0,0,0.0003104261445077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16314.8872129952,16314.8872129952,16314.8872129952,0,0,0.0003119617105607,5.49373364414743,0,5.49373364414743,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0003118105844374,0,0,0,0,0,0,0,0,0,11.0000495072376,0.825,11.0000495072376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0750408435,11.0000495072,0.825,2.44771527789054,6.62732556558048,1.369336809195390
13078195,2021-08-22 23:44:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906.12010298641,1906.12010298641,1909.26117702464,0,0,0.0003076660338052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015451211781248,0.015451211781248,0.0154722842026311,0,0,0.0003084270060526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19797.3440170366,19797.3440170366,19820.6177557628,0,0,0.0003082602260453,5.48805024182856,0,5.49373364414743,3020.0162166975,3020.0162166975,3023.87650119978,0,0,0.0003079528215669,0,0,0,0,0,0,0,0,0,10.9999752576547,0.825,11.0000495072376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0749795876,10.9999752577,0.825,1.45577015305386,7.61920943451124,1.191065774679970
13124563,2021-08-30 03:57:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0003159221940667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154722842026311,0.0154722842026311,0.0154722842026311,0,0,0.0003115317254197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19820.6177557628,19820.6177557628,19820.6177557628,0,0,0.0003158862195518,5.49373364414743,0,5.49373364414743,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0003160916529658,0,0,0,0,0,0,0,0,0,11.0000495072376,0.825,11.0000495072376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0750408435,11.0000495072,0.825,1.25497590959375,7.82006493387727,1.160481520320510
13170931,2021-09-06 07:48:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907.95405841885,1907.95405841885,1909.26117702464,0,0,0.0002537031631899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154507359234914,0.0154507359234914,0.0154722842026311,0,0,0.000254445293286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23438.9813074755,23438.9813074755,23472.0464167927,0,0,0.0002538267669371,5.48865812249433,0,5.49373364414743,3020.28871987337,3020.28871987337,3023.87650119978,0,0,0.0002539681371367,0,0,0,0,0,0,0,0,0,10.9999599721756,0.825,11.0000495072376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0749669770,10.9999599722,0.825,1.87441112045914,7.20055585658577,1.260314780940800
13217299,2021-09-13 12:16:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0003079190060447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154722842026311,0.0154722842026311,0.0154722842026311,0,0,0.0003055791670123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23472.0464167927,23472.0464167927,23472.0464167927,0,0,0.000307860924934,5.49373364414743,0,5.49373364414743,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0003079967548331,0,0,0,0,0,0,0,0,0,11.0000495072376,0.825,11.0000495072376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0750408435,11.0000495072,0.825,0.329668242200947,8.74537260127007,1.037696306061680
